Id,Name,Type,Address
230ffdb3-b383-45dd-92f3-37b2941b06ff,카페드롭탑 가산에스케이직영점,카페드롭탑,충청남도 천안시 동남구 변산해변로 227
97348d95-f54f-46e2-88a1-4c7b3e6aecb9,에이프릴커피 강동암사R점,에이프릴커피,세종특별자치시 동구 명성로 13
d80ada39-6cd5-4bb3-8914-ee2e787e8643,팀홀튼 송도달빛축제공원5호점,팀홀튼,경상남도 제주시 당산1로 18
62071868-5d1b-46de-ab0b-554422f8ae98,팀홀튼 수색R점,팀홀튼,부산광역시 용산구 동탄신리천로3길 48
d40e8c77-cec0-4263-8af4-ceba79fa395e,카페꼼마 서울아트센터DT점,카페꼼마,제주특별자치도 고양시 덕양구 모티길 29
098b8763-32d5-4688-afc5-4e7136d98131,보난자커피 인하대DT점,보난자커피,충청북도 영월군 문양역6길 251
7d64d332-30cb-4d27-9ff2-d034eee1c943,팀홀튼 송파방이R점,팀홀튼,충청남도 태백시 탑립길 246
bb222fd4-6b36-471f-9ca0-f7a1025fb020,인텔리젠시아 광화문직영점,인텔리젠시아,대구광역시 유성구 동남로143번길 252
475126d8-7cdc-44ab-b79a-b7330d344992,바샤커피 타임스퀘어WT점,바샤커피,경기도 수원시 권선구 율마로 71
93b48776-f4c9-46b7-bc5b-c3381adfa9b8,테라로사 성환WT점,테라로사,전북특별자치도 과천시 돈지섬안길 206
d95b3ae0-0a42-4b84-bf5a-79656aa1eb9d,코스타커피 압구정로4호점,코스타커피,광주광역시 강동구 석곡로 212
f8d0bca0-494b-45d6-b0e8-e9b7936ec3a3,더반베를린 방배카페거리R점,더반베를린,충청남도 화순군 복산마산길 160
4b849ef3-65de-46df-a901-ecbe72df52af,코스타커피 아차산4호점,코스타커피,충청북도 칠곡군 서달로12길 262
da08bba1-05c3-4c18-aa0f-0722408ef3af,코스타커피 도농5호점,코스타커피,전라남도 김제시 강챙이길 271
99cfbcaf-162e-45d2-b44c-9f5a795fc0f9,스타벅스 자양3호점,스타벅스,인천광역시 영도구 퇴계로18길 49
e398cf24-66ee-40c9-8f9c-b8a086029cf4,에이프릴커피 용인중앙시장3호점,에이프릴커피,전북특별자치도 울주군 금호산17길 85
98363646-19d8-4438-9640-cb22938c9cee,인텔리젠시아 센트럴시티직영점,인텔리젠시아,대전광역시 계양구 합천호반로 220
b0e9774c-d169-4eea-bdc9-92e312469819,에이프릴커피 상록수3호점,에이프릴커피,제주특별자치도 양산시 대흥로202번길 192
890ef405-32b5-48ab-8df0-0b42dfea0fb5,코스타커피 우장산4호점,코스타커피,경상북도 청주시 청원구 진부령로 73
ffaef3aa-c535-4a5d-bca1-e313341f916d,카페드롭탑 한성백제WT점,카페드롭탑,경기도 김천시 복죽8길 141
e6d0847a-17a8-4666-bfaf-92e11eb3c867,블루보틀 하남검단산R점,블루보틀,제주특별자치도 청주시 청원구 동내로 260
cbcfb7d1-8bcb-4e40-8482-b5de556c8d6f,에이프릴커피 마포염리R점,에이프릴커피,울산광역시 은평구 중앙로167번길 109
e24d10c6-bb25-4854-96b9-9a4ac4d59e2c,블루보틀 대학로5호점,블루보틀,대구광역시 양천구 은산4길 301
cf81b91e-6949-46b7-bd8f-b028fde7a5a8,카페드롭탑 수유4호점,카페드롭탑,전북특별자치도 고양시 일산동구 지삼로 169
a7e82305-f456-433b-b205-232efc9f1766,블루보틀 목동트라팰리스5호점,블루보틀,경상북도 부여군 우석로 134
adf254c6-79d5-4211-a0a4-dfacf7204469,에이프릴커피 여의도브라이튼DT점,에이프릴커피,충청남도 밀양시 남암3길 226
f7f87677-ad6b-44e8-b409-bd4afe6dc4bc,인텔리젠시아 서울아트센터WT점,인텔리젠시아,전북특별자치도 태백시 돌곶이로32길 104
7c51ff36-1091-4ee7-9d6c-f22649980e10,일리 사당로데오점,일리,전라남도 과천시 상범길 210
a85f834f-8a28-4dd0-86d1-82aefcb28784,할리스 광화문3호점,할리스,경상북도 영양군 계일길 86
09e59668-44a2-45b4-94ee-3d013d94178d,스타벅스 세종대왕릉WT점,스타벅스,제주특별자치도 영양군 법환로58번길 171
672e0dce-0dee-45e0-9811-f397b36a1843,할리스 석바위시장R점,할리스,충청남도 김해시 지본당산길 300
83b6a09e-c7f0-4e08-9b08-df36c050a683,팀홀튼 한성백제WT점,팀홀튼,경기도 서산시 백두대간로 135
59fa3d2f-2134-4557-af57-7b7c39cc4051,스타벅스 이수역사거리R점,스타벅스,경기도 동두천시 와선로 304
af9e17c8-7f70-49d9-8ab4-65ee54b2202f,에디션덴마크 애오개직영점,에디션덴마크,충청북도 영월군 고림로 129
de323734-466e-4dee-b1d7-f136031898fc,카페드롭탑 종로평창동4호점,카페드롭탑,경상남도 성주군 당암길 35
7243c1dd-8fda-49ee-9741-e9f81792cc4c,일리 센트럴시티5호점,일리,세종특별자치시 북구 동남로424번길 262
a056165d-2213-4a4d-b909-c4b7802b8216,인텔리젠시아 잠실대교남단2호점,인텔리젠시아,경상북도 공주시 은평로3가길 102
00b8f8dd-5c2a-4d22-9c8f-b2fa9b6e598c,에이프릴커피 매봉2호점,에이프릴커피,충청북도 양구군 진의로 27
82145c71-43b1-4bfe-8814-813ff0aa787c,보난자커피 원덕5호점,보난자커피,전북특별자치도 창원시 마산회원구 금호강변로9길 217
47320bf1-24c2-4008-91c3-4fe528c25804,바샤커피 야당DT점,바샤커피,전북특별자치도 안산시 단원구 서하월평밭길 324
333ebfe3-792e-4f3d-8d8a-b39e9e581c95,바샤커피 불광5호점,바샤커피,경기도 의정부시 금당길 130
8e91f070-c6c2-4630-bb72-a894b54fd310,테라로사 서울대치과병원직영점,테라로사,충청남도 김제시 매지회촌길 172
477bf2a7-4f54-4f86-960f-93380b39fcbf,보난자커피 행신3호점,보난자커피,전라남도 고양시 일산서구 구랑1길 326
62755ca1-52b9-4f85-a7f6-7a228db580f6,카페꼼마 청량리5호점,카페꼼마,경기도 원주시 봉현로 215
b37f78c5-6408-4523-b155-b217dca5fbe6,일리 고덕WT점,일리,전라남도 창원시 마산합포구 심학산로423번길 194
02f98542-0f07-43ba-a665-e8b5da4b1d36,더반베를린 마포아크로5호점,더반베를린,충청남도 청송군 삼문중앙로4길 103
89bf9228-b4ca-4f0c-8788-1a4067aa84fd,보난자커피 쌍문도봉로4호점,보난자커피,전라남도 고양시 일산동구 여량3길 199
a762bc1a-5db3-41f5-ad78-67da465c0a5b,스타벅스 천안R점,스타벅스,제주특별자치도 부천시 원미구 운악청계로 320
f7db1ff2-1cb3-4b54-a9fd-95d3c0934964,에이프릴커피 대화R점,에이프릴커피,경기도 괴산군 대티길 349
fe7cea02-cbae-4320-b214-9f1e98c222a0,카페드롭탑 둔촌동WT점,카페드롭탑,전라남도 포항시 남구 월하로860번길 149
45954efb-ecf8-4e13-9ed8-0f4817b68523,에이프릴커피 방배다이치빌딩직영점,에이프릴커피,제주특별자치도 산청군 하신중앙로 212
2b3ed9c5-6268-41d8-90f9-2006001060c8,에디션덴마크 서울역동자동5호점,에디션덴마크,광주광역시 구로구 종암로21길 4
1b64b439-1812-492a-9d82-6007ec5670ac,코스타커피 장한평점,코스타커피,세종특별자치시 강동구 하양지길 56
eed9aa83-2d7f-4b30-b1f3-e5ead45a87d1,블루보틀 증미2호점,블루보틀,전라남도 담양군 불암2길 296
5fe10bd1-21fd-4d28-b6de-facda543a54b,보난자커피 부천2호점,보난자커피,전북특별자치도 곡성군 향양로89번길 213
a57e0d28-4ca1-46bb-bc51-c5029d8f4c7b,블루보틀 월계3호점,블루보틀,대구광역시 남동구 지슬길 345
076848f8-b5d2-48f4-b2e6-46d055e5acb8,에디션덴마크 고잔WT점,에디션덴마크,충청북도 서천군 인계로 61
dc27c464-70c3-40fa-9dc0-ffc6fedba55d,테라로사 김량장4호점,테라로사,경상남도 구리시 반야월로6길 162
0858c423-bb8b-4890-a5cb-84f0ef5e5859,인텔리젠시아 망원직영점,인텔리젠시아,전라남도 강화군 봉명로 270
50c928cb-a66b-4ab9-9110-1eb3055ef44a,블루보틀 춘의R점,블루보틀,충청남도 안산시 단원구 운산3길 300
c66ad4fc-68b0-46a4-af9b-46e15414c86c,보난자커피 부천종합운동장4호점,보난자커피,제주특별자치도 수원시 장안구 가마골로 285
1534abdc-dda5-4e43-9b29-4516221eb12b,보난자커피 잠실대교남단WT점,보난자커피,세종특별자치시 관악구 하조대해안길 131
8e2bb244-5867-46cf-adda-84f8b2f95ff9,보난자커피 문산5호점,보난자커피,경상북도 성남시 중원구 복평길 318
61cae435-2b81-46e4-aabb-f80cd5aad752,보난자커피 역삼초교사거리R점,보난자커피,전라남도 서귀포시 서정북로125번길 159
92cbf672-a095-4625-bd99-4306c2f9c30d,할리스 영종2호점,할리스,부산광역시 남구 우현로 222
7be700d2-841c-48f2-8681-88a8334f8767,할리스 화곡동직영점,할리스,강원특별자치도 인제군 광락로 326
d3cf55e0-661e-47bb-b7a0-a1f1bd84c7cb,보난자커피 송파방이5호점,보난자커피,대전광역시 수영구 운중로 56
94764ded-21c3-4882-abb8-72d749a16b05,팀홀튼 월계이마트4호점,팀홀튼,전북특별자치도 전주시 완산구 백동신기길 77
05771160-e3a9-4fdb-9a2a-8cc29322e863,일리 신논현DT점,일리,전라남도 군위군 에너지산업4로 82
2b9deae6-d291-4149-b6e3-387627ee9f62,에이프릴커피 보문2호점,에이프릴커피,충청남도 진주시 삼인로 4
cfde9e00-7167-450b-ae37-8a95f00d8fe9,보난자커피 강남오거리R점,보난자커피,경기도 안양시 동안구 안곡1길 231
826cc5eb-0bc2-4fd8-ac74-745e65d99790,에이프릴커피 압구정윤성빌딩2호점,에이프릴커피,경기도 용인시 처인구 삼덕1길 119
cf743a43-6339-448b-9110-2d90a7e753d0,더반베를린 보평점,더반베를린,충청남도 양평군 감악산로 299
5ff81982-6f30-4188-aa14-45fa397e946c,에이프릴커피 풍무3호점,에이프릴커피,충청북도 고흥군 앞산순환로71길 91
04222e31-4291-4103-b001-e019e5b50eb4,보난자커피 서울양평DT점,보난자커피,경상남도 남원시 무등로 247
ea8d7ee4-12c7-46a7-b60a-002939bc2370,에이프릴커피 경복궁사거리직영점,에이프릴커피,부산광역시 대덕구 상암로63길 150
4c9203f2-9a49-414e-b124-81df4ba0bca1,에이프릴커피 미아사거리WT점,에이프릴커피,경상북도 해남군 덕산로 129
0603a97f-7408-46bb-af59-871f20264eb3,보난자커피 명지대5호점,보난자커피,경상북도 포천시 독산성로 344
867b21ad-069c-466b-b599-445329ab23de,인텔리젠시아 철산4호점,인텔리젠시아,인천광역시 용산구 우금2길 305
ca9166ef-a7a4-455b-a57a-7f31d84140e8,에이프릴커피 명학2호점,에이프릴커피,경상남도 철원군 덕곡길 130
3865f1fc-89da-4219-bb44-c92f9d93b106,카페드롭탑 선릉4호점,카페드롭탑,전라남도 과천시 농암4길 322
145cd5bf-c865-4cf5-964b-f16312c058d3,인텔리젠시아 삼가5호점,인텔리젠시아,전라남도 속초시 금풍로 307
26882799-7d3c-4d58-b278-84a9fd68cc50,더반베를린 경찰병원4호점,더반베를린,대구광역시 영등포구 대백제로1218번길 276
f4ec3057-c428-40f9-84be-88c3b3dd2bf9,일리 구로디지털타워5호점,일리,전라남도 장수군 은행3길 121
e052540a-c071-42a6-921f-a9003d5be203,카페꼼마 강남오거리3호점,카페꼼마,제주특별자치도 진안군 섭골골목길 325
21ba82a6-e8bc-4b92-ada5-0f2f21f961d9,코스타커피 연세종합관DT점,코스타커피,충청북도 장수군 화심안길 105
02adf206-a442-40fb-91d2-6280c7a73529,팀홀튼 지평R점,팀홀튼,충청북도 이천시 송용2길 317
89bcb3ad-32f6-4a45-8b58-b0992d238eb8,보난자커피 가천대DT점,보난자커피,제주특별자치도 익산시 서부로1541번길 166
5e876801-e558-4816-b2ea-b1ac83e3bda0,보난자커피 가능DT점,보난자커피,부산광역시 성북구 월야장교길 179
2805e2b3-bdf1-4b85-99c4-4afd8890fa0a,할리스 강남대DT점,할리스,경상남도 동두천시 오리곡길 128
81f83ebc-b7ba-4084-9a97-9e7ff8e087ce,테라로사 마포일진빌딩직영점,테라로사,전라남도 안산시 상록구 구절산길 283
99ac1272-7ce5-471d-b00a-3bd53888d0a3,카페드롭탑 여의도공원2호점,카페드롭탑,전라남도 진주시 매곡로12길 242
18cf886e-201c-44c8-a069-8d0a963e475b,테라로사 서강대직영점,테라로사,전북특별자치도 수원시 권선구 우무개1길 274
e5c5acb5-a9cd-4abf-bccd-640c3c4a7d9d,폴바셋 보산5호점,폴바셋,경상남도 홍천군 화랑로21길 199
2428b1e9-05fc-4666-97ce-562067bb5975,에이프릴커피 합정폴리스R점,에이프릴커피,전라남도 동해시 별재로 289
3ff76c72-cf43-45cb-8650-b2e80541fe4c,보난자커피 영등포시장교차로3호점,보난자커피,대전광역시 유성구 상백길 22
f39c7924-090d-4e9b-94a8-9be2773de100,할리스 광흥창WT점,할리스,서울특별시 도봉구 명지국제6로318번길 136
2a30d976-ee55-4c0c-a77b-e07c39f5009f,팀홀튼 봉화산R점,팀홀튼,제주특별자치도 서귀포시 남호5길 249
59e79753-2413-407f-8e4f-dc2d5eb9af3b,에디션덴마크 서울양평WT점,에디션덴마크,강원특별자치도 나주시 두학장평천2길 314
9ce3fac3-2ce9-4b58-b79d-25b6c2e696ae,에디션덴마크 청평점,에디션덴마크,충청북도 함양군 여우목로 242
